Word,Definition
선박등기기록, 1척의 선박에 관한 등기정보자료를 말한다. 
선박등기법,Ship Registry Act
선박등기부," 전산정보처리조직에 의하여 입력·처리된 등기정보자료를 이 규칙이 정하는 바에 따라 편성한 것을 말한다. ,  ship/vessel register"
선박및해상구조물에대한위해행위의처벌등에관한법률,Act on Punishment For Damaging Ships and Sea Structures
선박법,Ship Act
선박보안심사," 「국제항해선박 및 항만시설의 보안에 관한 법률」(이하 ""법""이라 한다) 제11조에 따른 임시ㆍ최초ㆍ중간ㆍ갱신 보안심사 등을 말한다. "
선박보안심사관," 법 제37조제1항에 따라 해양수산부장관(이하 ""장관""이라 한다)이 임명한 사람을 말하며, 주무 선박보안심사관(이하 ""주무심사관""이라 한다)과 선박보안심사관(이하 ""심사관""이라 한다)으로 구분된다. "
선박보안심사등," 법 제10조제3항에 따른 선박보안계획서의 승인ㆍ변경승인, 법 제11조제1항 및 2항에 따른 선박보안심사, 법 제12조에 따른 국제선박보안증서 및 임시국제선박보안증서의 교부ㆍ재교부 및 법 제16조에 따른 선박이력기록부의 교부ㆍ재교부를 말한다. "
선박보험, insurance of a ship/vessel;hull insurance
선박부서원," 선장, 선박부서장이 아닌 선박직원을 말한다. "
선박부서장," 항해(갑판)부, 기관부, 통신부의 장을 말한다. "
선박사용인, employee of a ship/vessel
선박상호활동, 국제항해선박과 국제항해선박 또는 국제항해선박과 그 밖의 선박 사이에 승선ㆍ하선 또는 선적ㆍ하역과 같이 사람 또는 물건의 이동을 수반하는 상호작용을 말한다. 
선박서류, ship/vessel document
선박소유권, ownership of a ship/vessel
선박소유자," 선박법 제8조제1항 또는 어선법 제13조제1항의 규정에 의하여 선박의 소유자로 등록된 자를 말한다. ,  「해사안전법」 제46조제2항에 따라 안전관리체제를 수립ㆍ시행하여야 하는 선박소유자(같은 조 제4항에 따라 안전관리체제의 수립ㆍ시행을 위탁한 경우에는 위탁받은 자를 말한다)를 말한다. ,  다음 각 목의 구분에 따른 자를 말한다. 
가. 유조선 및 일반선박: 「선박법」 제8조제1항, 「어선법」 제13조제1항 또는 외국의 법령에 따라 선박의 소유자로 등록된 자(등록되어 있지 아니한 경우에는 유조선 또는 일반선박을 소유한 자를 말한다). 다만, 소유자가 외국 정부인 경우에는 그 국가에서 그 유조선 또는 일반선박의 운항자로서 등록되어 있는 회사 또는 그 밖의 단체가 있으면 그 회사 또는 그 밖의 단체를 이 법에 따른 선박소유자로 보고, 국민이 외국 국적의 유조선 또는 일반선박을 선체(船體) 용선(傭船)한 경우에는 선박의 소유자로 등록된 자와 선체 용선자를 모두 이 법에 따른 선박소유자로 본다. 
나. 유류저장부선: 유류저장부선의 소유자 또는 임차인 ,  선주, 선주로부터 선박의 운항에 대한 책임을 위탁받고 이 법에 따른 선박소유자의 권리 및 책임과 의무를 인수하기로 동의한 선박관리업자, 대리인, 선체용선자(船體傭船者) 등을 말한다. ,  「선원법」제2조의 규정에 의한 선박을 소유한 자로서 선원을 고용하고 그 선원에게 임금을 지급하는 자를 말한다. ,  선박소유자, 선박을 공유하는 경우로서 선박관리인을 임명했을 때에는 그 선박관리인, 선박을 임차(賃借)했을 때에는 그 선박임차인, 선박에 대한 관리를 위탁했을 때에는 그 선박관리인을 말한다. ,  owner of a ship/vessel"
선박수리업," 선체, 기관 등 선박시설 및 설비를 수리, 교체 또는 도색하는 업을 말한다. "
선박수선, repair of a ship/vessel;ship/vessel repair
선박수심측량," 음향측심기, GNSS, 선박움직임측정장치(Motion Reference Unit) 등으로 구성된 음향측심시스템을 선박이나 이와 유사한 플랫폼(Platform)에 탑재하여 수심을 측정하는 것을 말한다. "
선박수출신용양해,협약 부속서 1에 규정된 선박수출신용에 관한 양해 및 이에 대한 개정사항을 말한다. 
선박시설, 선체ㆍ기관ㆍ돛대ㆍ배수설비 등 선박에 설치되어 있거나 설치될 각종 설비로서 해양수산부령으로 정하는 것을 말한다. 
선박안전도정보," 국민의 선박 이용의 안전을 도모하기 위하여 「해사안전법」(이하 ""법""이라 한다) 제57조에 따라 공표하는 해양사고 발생 건수, 관계 법령이나 국제협약에서 정한 선박의 안전에 관한 기준의 준수 여부 및 그 선박의 소유자·운항자 또는 안전관리대행자 등에 대한 정보를 말한다. "
선박안전법,Ship Safety Act
선박에너지효율," 선박이 화물운송과 관련하여 사용한 에너지량을 이산화탄소 발생비율로 나타낸 것을 말한다. ,  선박이 화물운송과 관련하여 사용한 에너지량을 이산화탄소 발생비율로 나타낸 것을 말한다. "
선박에너지효율설계지수,"1톤의 화물을 1해리 운송할 때 배출되는 이산화탄소량을 국제해사기구(IMO) 해양환경보호위원회 제63차 결의서 제212호에 따라 계산한 선박의 에너지효율을 나타내는 지표를 말한다. ,  1톤의 화물을 1해리 운송할 때 배출되는 이산화탄소량을 해양수산부장관이 정하여 고시하는 방법에 따라 계산한 선박에너지효율을 나타내는 지표를 말한다. "
선박에너지효율지수," 현존하는 선박의 운항단계에서 사전적으로 계산된 선박의 에너지효율을 나타내는 지표로, 선박이 1톤의 화물을 1해리 운송할 때 배출할 것으로 예상되는 이산화탄소량을 제41조의5제1항에서 해양수산부장관이 정하여 고시하는 방법에 따라 계산한 지표를 말한다. "
선박연료공급업, 국제무역선의 운항에 필요한 연료를 공급하는 업을 말한다. 
선박연료유협약, 「2001년 선박 연료유 오염손해에 대한 민사책임에 관한 국제협약」을 말한다. 
선박용물건," 기구에 설치(設置)ㆍ비치(備置)되는 물건을 말한다. ,  선박시설에 설치ㆍ비치되는 물건으로서 해양수산부장관이 정하여 고시하는 것을 말한다. "
선박용천연가스사업, 천연가스를 「선박안전법」 제2조제1호에 따른 선박(건조 또는 수리 중인 선박을 포함한다)에 선박연료(건조검사 또는 선박검사를 받을 때 공급하는 천연가스를 포함한다)로 공급하는 사업을 말한다. 
선박용천연가스사업자, 제10조의11제1항에 따라 등록을 하고 선박용천연가스사업을 하는 자를 말한다. 
선박용품," 음료, 식품, 연료, 소모품, 밧줄, 수리용 예비부분품 및 부속품, 집기, 그 밖에 이와 유사한 물품으로서 해당 선박에서만 사용되는 것을 말한다. "
선박용품등," 선박용품, 선박내판매품 및 원양어선무상공급물품을 말한다. "
선박운용회사, 선박투자회사의 위탁을 받아 선박 등의 자산을 운용하는 업무를 하는 자로서 제31조에 따라 해양수산부장관의 허가를 받은 회사를 말한다. 
선박운항자, operator of a ship/vessel
선박운항정보," 선박위치발신장치로부터 발신되는 선박의 고유번호(「선박법 시행규칙」제11조제1항제2호 및 「전파법 시행령」제33조제1항제8호에 따른 것을 말한다), 선박의 위치, 선박의 속력, 선박의 침로 및 시각 등을 말한다. "
선박운항탄소집약도지수," 사후적으로 계산된 선박의 연간 에너지효율을 나타내는 지표로, 선박이 1톤의 화물을 1해리 운송할 때 배출된 이산화탄소량을 제41조의6제1항에서 해양수산부장관이 정하여 고시하는 방법에 따라 매년 계산한 지표를 말한다. "
선박운항회사, 선박투자회사 또는 그 자회사가 소유하는 선박을 대선(貸船)받아 운항 또는 대선하는 업무를 하는 회사를 말한다. 
선박원부, ship/vessel register
선박위치발신장치," 「선박안전법」(이하 ""법""이라 한다) 제30조제1항에 따른 선박의 위치를 자동으로 발신하는 기능을 가진 장치로서 다음 각 목에 해당하는 장치를 말한다. 
가. 협약에 의한 선박자동식별장치 
나. 연안선박용 선박자동식별장치 
다. 초단파대 무선설비(VHF) 
라. 중단파대 및 단파대 무선설비(MF/HF) 
마. <삭 제> 
바. 위성통신장치 
사. <삭 제> "
선박위치추적시스템," 수산과학조사선으로부터 위치정보와 운항정보를 제공받아 전자해도에 표시하여 수산과학조사선의 운항상황을 모니터링하는 시스템을 말한다. <개정 2018.3.5.> ,  선박으로부터 수신된 위치와 운항정보를 전자해도상에 표시하여 선박의 운항상황을 모니터링하는 시스템을 말한다. ,  선박으로부터 위치와 운항정보를 송신받아 전자해도 상에 표시하여 선박의 운항상황을 모니터링하는 시스템을 말한다. "
선박임대, lease of a ship/vessel
선박임대차, leasehold of a ship/vessel
선박임차, borrowing of a ship/vessel;ship/vessel lease
선박임차인, lessee of a ship/vessel
선박자동식별장치," 선박의 안전항행, 환경보호 및 선박교통관제(VTS) 운용을 지원하기 위하여 국제해사기구에서 채택한 장비를 말한다. ,  선박의 자동식별, 연안 해역에 대한 광역관제 및 선박 안전항해 지원을 위하여 해상인명안전협약(SOLAS)에 의하여 설치된 시스템을 말한다. "
선박장거리위치추적장치," 국제항해용 선박에 탑재되는 장비로 선박의 선박식별번호, 위치 및 위치측정시간의 정보를 자국의 정보센터에 자동으로 송신하는 장치를 말한다. "
선박장거리위치추적정보, 「해상업무용 무선설비의 기술기준」제24조에 따른 선박장거리위치추적장치에서 발신되는 선박운항정보를 말한다. 
선박장거리위치추적제도," 해상보안, 해양안전 및 환경보호를 강화하기 위하여 「해상업무용 무선설비의 기술기준」제10조에 따른 인말새트선박지구국 등을 통하여 우리나라 항만에 입출항하거나, 연안으로부터 최대 1,000해리 이내에 항행하는 외국적선을 모니터링하는 것을 말한다. "
선박직원," 조사선에 발령받아 선박의 관리ㆍ운영, 시험조사 지원 등의 직무를 수행하는 사람을 말한다. ,  항해ㆍ기관, 통신, 위생, 조리 및 해양조사장비를 관리ㆍ운영하기 위하여 해양조사선에 발령받아 해양조사선에 상시 근무하는 자를 말한다. ,  「선박직원법」 제2조제3호에 따른 해기사로서 선박에서 선장ㆍ항해사ㆍ기관장ㆍ기관사ㆍ전자기관사ㆍ통신장ㆍ통신사ㆍ운항장 및 운항사의 직무를 수행하는 사람을 말한다. ,  관공선에서 근무하는 직원을 말한다. ,  관측선 관리ㆍ운영기관에 발령받아 관측선에 승선하여 종사하는 자이다. , 지도선에 발령받아 지도선의 운항·관리, 불법어업 단속·예방 등의 직무를 행하는 자를 말한다. , 지도선에 발령받아 지도선의 운항·관리, 불법어업 단속·예방 등의 직무를 행하는 자를 말한다. ,  인사명령 및 사무분장에 의해 순찰선에 승선 근무하는 공무원을 말하며, 선장·기관장 등으로 구분한다. ,  해기사(제10조의2에 따라 승무자격인정을 받은 외국의 해기사를 포함한다)로서 선박에서 선장ㆍ항해사ㆍ기관장ㆍ기관사ㆍ전자기관사ㆍ통신장ㆍ통신사ㆍ운항장 및 운항사의 직무를 수행하는 사람을 말한다. ,  ship/vessel personnel;crew"
선박직원법,Ship Personnel Act 
선박채권자, creditor of a ship/vessel
선박충돌, collision of a vessel/ship
선박충돌재현시스템," 해상에서 발생한 사고 선박의 시간대별 위치, 속력 및 침로(針路) 등의 자료를 바탕으로 항적을 재현하는 시스템을 말한다. "
선박톤수, tonnage of a ship/vessel
선박톤수의측정에관한규칙,Rules on Measurement of Ship’s Tonnage
선박투자회사, 자산을 선박(「선박안전법」 제2조제1호에 따른 선박을 말한다. 이하 같다)에 투자하여 그 수익을 주주에게 분배하는 것을 목적으로 이 법에 따라 설립된 회사를 말한다. 
선박투자회사법,Ship Investment Company Act
선박패스시스템," 선박패스 장치를 통해 선박의 위치정보를 활용하는 시스템을 말한다. ,  선박패스 장치 등을 통해 수집한 선박의 위치정보를 활용하는 시스템을 말한다. "
선박평형수," 「선박평형수 관리법」 제2조제2호에  따른 선박평형수를 말한다. ,  선박의 중심을 잡기 위하여 선박에 실려 있는 물(그 물에 녹아 있는 물질 또는 그 물속에 서식하는 수중생물체ㆍ병원균을 포함한다)을 말한다. "
선박평형수관리," 선박평형수 또는 침전물을 처리, 교환, 주입 또는 배출하는 등 선박평형수를 통한 유해수중생물의 유입을 통제하는 것을 말한다. "
선박항만연계활동, 국제항해선박과 항만시설 사이에 승선ㆍ하선 또는 선적ㆍ하역과 같이 사람 또는 물건의 이동을 수반하는 상호작용으로서 그 활동의 결과 국제항해선박이 직접적으로 영향을 받게 되는 것을 말한다. 
선박항행, navigation of a ship/vessel;ship/vessel navigation
선박현대화지원사업, 정부가 선정한 해운업자가 정부의 재정지원 또는 금융지원을 받아 낡은 선박을 대체하거나 새로이 건조하는 것을 말한다. 
선박회사," 「관세법」(이하 ""법""이라 한다) 제135조제2항에서 정한 선박회사를 말한다. ,  물품을 운송한 선박회사와 항공사를 말한다. "
선반," 회전하는 축(주축)에 공작물을 장착하고 고정되어 있는 절삭공구를 사용하여 원통형의 공작물을 가공하는 공작기계를 말하며, 주요구조 및 종류는 다음 각 목과 같다. 
가. 선반의 주요구조부는 다음 각 세목과 같다. 
1) 주축대 
2) 이송변속장치 
3) 공구대 
4) 자동 공구공급장치(터닝센터로 한정한다) 
5) 베드 
나. 선반은 가공할 수 있는 공작물의 외경이 500밀리미터 이하인 것은 소형, 500밀리미터를 초과하는 것은 대형으로 구분하고, 이는 다시 다음 각 세목과 같이 분류한다. 
1) 범용 수동선반: 기계의 모든 작동이 수치제어를 사용하지 않고 조작자에 의해서만 이루어지는 기계를 말한다. 
2) 반자동 선반: 기계의 일부 작동이 전자 조작핸들 또는 수치제어 판넬을 이용하여 이루어지는 기계를 말한다. 다만, 자동공구 교환장치, 자동 기동프로그램, 자동 송급장치 등의 자동화 설비를 갖춘 것은 제외한다. 
3) 수치제어 선반 및 터닝센터: 수치제어를 통한 완전자동 기능이 내장된 기계를 말한다. "
선반지주, 비계기둥에 부착하여 작업발판을 설치하기 위하여 사용하는 지주를 말한다. 
선발," 사관학교 입학지원자에 대하여 선발시험(고사)을 거쳐 사관생도를 모집하는 것을 말한다. ,  특정 직위 또는 교육훈련 대상 등의 최적임자를 선별(選別)하는 것을 말한다. 
3. ""소속기관의 장""은 특허심판원장, 국제지식재산연수원장, 서울사무소장을 의미한다. 
4. ""직할부서의 장""은 특허청장(이하 ""청장""이라 한다) 및 차장을 보좌하는 부서의 장을 말한다. 
5. ""특허청 소속공무원""은 특허청에 근무하는 본청 및 소속기관 공무원 전체를 말한다. "
선발강사," 강사로 선발되어 박물관 강의를 맡고 있는 자로, 주강사와 보조강사로 구분한다. "
선발권자," 임업후계자를 선발할 수 있는 권한을 가진 특별시장·광역시장·도지사 또는 특별자치도지사·특별자치시장(이하 ""시·도지사""라 한다)을 말한다. 다만, 「지방자치법」제104조에 따라 시·도지사가 시장·군수 또는 자치구의 구청장 등(이하 ""시장·군수""라 한다)에게 사무를 위임한 경우에는 사무를 위임 받은 시장·군수를 말한다. "
선배율, 압력용기 내벽 중 중성자속이 최대가 되는 위치에서의 내벽에 대한 시험편의 중성자속비를 말한다. 
선별장," 해외에서 우리나라로 수출하는 농산물을 수집, 선별(또는 선과), 포장. 보관, 수출 등 일련의 검역과정에 관여되는 시설을 갖춘 장소를 말한다. "
선별정보, 전산심사대상 선별사유 또는 심사시 확인할 사항 등을 말한다. 
선불, payment in advance;prepayment
선불금, amount of advance payment;prepayment
선불서비스,"법 제 37조제1항에 따라 임시허가를 받은 자가 서비스를 제공하기 이전에 이용요금을 미리 받고 서비스를 제공하는 것을 말한다. 
2. ""예상이용요금총액""은 임시허가에 따라 제공하는 신규 정보통신융합등 기술·서비스의 이용요금과 예상되는 가입자 수를 고려하여 연 단위로 산출한 총액을 말한다. 
3. ""매출액""은 선불서비스 사업자가 일정 기간 동안 판매한 서비스(임시허가에 따라 제공하는 신규 정보통신융합등 기술·서비스를 포함한다)의 총액을 말한다. "
선불전자지급수단," 이전 가능한 금전적 가치가 전자적 방법으로 저장되어 발행된 증표 또는 그 증표에 관한 정보로서 다음 각 목의 요건을 모두 갖춘 것을 말한다. 다만, 전자화폐를 제외한다. 
가. 발행인(대통령령이 정하는 특수관계인을 포함한다) 외의 제3자로부터 재화 또는 용역을 구입하고 그 대가를 지급하는데 사용될 것 
나. 구입할 수 있는 재화 또는 용역의 범위가 2개 업종(「통계법」 제22조제1항의 규정에 따라 통계청장이 고시하는 한국표준산업분류의 중분류상의 업종을 말한다. 이하 이 조에서 같다)이상일 것 ,  「전자금융거래법」제2조제14호의 이전 가능한 금전적 가치가 전자적 방법으로 저장되어 발행된 증표 또는 그 증표에 관한 정보로서 아래의 요건을 모두 갖춘 것을 말한다. 다만, 전자화폐를 제외한다. 
1.발행인(「상법」제342조의2에 따른 모회사 또는 자회사, 「독점규제 및 공정거래에 관한 법률」 제2조 제7호 또는 제8호에 따른 지주회사 또는 자회사 등 특수관계인을 포함한다) 외의 제3자로부터 재화 또는 용역을 구입하고 그 대가를 지급하는데 사용될 것 
2.구입할 수 있는 재화 또는 용역의 범위가 2개 업종(「통계법」제22조제1항에 따라 통계청장이 고시하는 한국표준산업분류의 중분류상의 업종을 말한다) 이상일 것 ,  electronic prepayment means"
선불카드, 신용카드업자가 대금을 미리 받고 이에 해당하는 금액을 기록(전자적 또는 자기적 방법에 따른 기록을 말한다)하여 발행한 증표로서 선불카드소지자가 신용카드가맹점에 제시하여 그 카드에 기록된 금액의 범위에서 결제할 수 있게 한 증표를 말한다. 
선불통화서비스," 전화카드, 종이형 통화권 등의 형태나 명칭에 관계없이 서비스제공 이전에 전기통신사업자가 요금 등을 선납 받고 서비스를 제공하는 것을 말한다. 
2. ""선불통화 사업자""는 선불통화서비스를 제공하는 전기통신사업자를 말한다. "
선사용, prior use;pre-use
선사용자금, 우체국에 수납된 우정사업의 수입금 중 국고에 납입하기 전에 미리 사용하고 지출금으로 대체 납입하는 자금을 말한다. 
선사용자금교부자금," 선사용자금출납명령관의 지출에 충당하기 위하여 주임선사용자금출납공무원이 선사용자금출납명령관에게 교부한 자금(이하 ""교부자금""이라 한다)을 말한다. "
선사용자금수입금," 주임선사용자금출납공무원 국고예금계좌에 예치된 금액(이하 ""수입금""이라 한다)을 말한다. "
선사용자금출납관서, 선사용자금을 사용하는 관서를 말한다. 
선사용자금출납명령관," 재무관으로부터 계약·법령 등에 따른 원인행위관계서류를 송부 받아 그 내용을 검토하고 채권자 등에게 대가를 지출하는 회계공무원(이하 ""출납명령관""이라 한다)을 말한다. "
선상시설물," 도로, 수로 및 철도 등과 같이 폭에 비해 연장이 긴 시설물을 말한다. "
선상시험, 선박평형수처리설비가 제13조의 선박평형수 처리기준에 맞는지를 확인하기 위하여 운항하는 선박에 실제 규모로 선박평형수처리설비를 설치한 후 실시하는 시험을 말한다. 
선상헬기장," 선박에 위치한 헬기장을 말한다. 주용도 선상헬기장은 특별히 회전익항공기의 운항을 위해 설치한 헬기장이며, 다용도 선상헬기장은 회전익항공기의 운항을 위해 설치하지는 않았지만 회전익항공기의 이륙ㆍ착륙이 가능하도록 선박의 일부 구역을 사용하는 헬기장을 말한다. "
선서거부, oath refusal;refusal to take an oath
선서거부권, right of oath refusal;right to refuse to take an oath
선서서, written oath
선석," 여객의 승·하선 또는 화물의 양·적하를 위하여 선박을 계류시킬 수 있는 시설을 말한다. ,  여객의 승ㆍ하선 또는 화물의 양ㆍ적하를 위하여 선박을 계류(繫留)할 수 있는 안벽과 수역을 말한다. ,  함은 수역시설 중 여객의 승ㆍ하선 또는 화물의 양ㆍ적하를 위하여 선박이 부두에 접안하는 장소를 말한다. ,  선박이 부두에 접안하여 여객의 승·하선 또는 화물의 양·적하를 할 수 있는 장소를 말한다. ,  수역시설 중 여객의 승ㆍ하선 또는 화물의 양ㆍ적하를 위하여 일정규모의 선박을 계류시킬 수 있는 장소를 말한다. ,  여객의 승ㆍ하선 또는 화물의 양ㆍ적하를 위하여 일정규모의 선박을 계류할 수 있는 안벽과 수역을 말한다. ,  선박이 접안할 수 있는 안벽의 수역측 끝단과 그 인근의 일정수역을 말한다. "
선소집,영 제107조제1호 후단에 따라 우선 공익근무요원 소집 후 1년 이내에 기초군사훈련을 위한 교육소집을 실시하는 것을 말한다. <신설 ’08.12.23> 
선수, 경기단체에 선수로 등록된 자를 말한다. 
선수금, advance payment;advance
선수단장, 국제기능올림픽대회에 참가하는 우리나라 대표선수 및 기술위원에 대한 행정 지원 등 선수단을 총괄하는 사람을 말한다. 
선수루, 전부수선으로부터 뒤쪽으로 후부수선의 전방에 있는 지점까지 연장되는 선루를 말한다. 선수루는 전부수선의 전방에 있는 지점으로부터 시작될 수도 있다. 
선수문등," 선수문, 선미문, 내측문, 현측문 및 램프를 말한다. "
선순위, prior order;priority;senior
선순위저당권, senior mortgage
선심, 일정한 충격과 압축하중에서 착용자의 발끝을 보호하는 부품을 말한다. 
선언,pronouncement (pronounce);declaration (declare)
선완료과제," 연구개발과제 형태가 총괄연구개발과제 및 세부연구개발과제로 구성되어 있을 경우 연구개발계획서 상 연구개발기간 종료 이전에 완료되기로 계획되어 있던 세부연구개발과제를 말한다. ,  사업 형태가 총괄 및 세부로 구성되어 있을 경우 연구개발계획서상 전체 연구개발기간 이전에 완료되기로 계획되어 있던 세부연구개발과제를 말한다. ,  연구개발과제 형태가 총괄연구개발과제 및 세부연구개발과제로 구성되어 있을 경우 연구개발계획서상 연구개발기간 종료 이전에 완료되기로 계획되어 있던 세부연구개발과제를 말한다. ,  연구개발과제 형태가 총괄연구개발과제 및 세부연구개발과제로 구성되어 있을 경우 연구개발계획서 상 연구개발기간 종료 이전에 완료되기로 계획되어 있던 세부연구개발과제를 말한다. ,  수행과제 형태가 총괄과제 및 세부과제로 구성되어 있을 경우 사업계획서 상 수행기간 종료 이전에 완료되기로 계획되어 있던 세부과제를 말한다. ,  연구개발과제 형태가 총괄연구개발과제 및 세부연구개발과제로 구성되어 있을 경우 연구개발계획서 상 연구개발기간 종료 이전에 완료되기로 계획되어 있던 세부연구개발과제를 말한다. "
선외검사," 순찰선 등으로 정박 또는 항해중인 선박의 주변을 순회하면서 오염물질의 배출여부를 점검하는 것을 말한다. ,  감시선 등을 통해 정박 또는 항해중인 선박의 주변을 순회하면서 오염물질의 배출여부를 점검하는 것을 말한다. ,  감시선 등을 통해 정박 또는 항해중인 선박의 주변을 순회하면서 오염물질의 배출여부를 점검하는 것을 말한다. ,  함정 등으로 정박 또는 항해 중인 선박의 주변을 순회하면서 오염물질의 배출여부를 점검하는 것을 말한다. "
선외기," 선박의 선체 외부에 붙일 수 있는 추진기관으로서 선박의 선체로부터 간단한 조작에 의하여 쉽게 떼어낼 수 있는 것을 말한다. ,  선박의 선체 외부에 붙일 수 있는 추진기관으로서 선박의 선체로부터 간단한 조작에 의하여 쉽게 떼어낼 수 있는 것을 말한다. "
선용품관리시스템, 선용품 또는 선내판매용품을 전자자료교환방식에 의거 반입등록·하역·환적 및 보세운송 등의 절차를 처리하는 전산시스템을 말한다. 
선원," 「선원법」 제2조제1호에 따라 선박에서 근로를 제공하기 위하여 고용된 사람을 말한다. ,  이 법이 적용되는 선박에서 근로를 제공하기 위하여 고용된 사람을 말한다. 다만, 대통령령으로 정하는 사람은 제외한다. ,  「선원법」 제2조제1호에 따른 선원으로서 국제항해선박에 종사하는 사람을 말한다. ,  낚시어선에서 근로를 제공하기 위하여 고용된 사람을 말한다. ,  임금을 받을 목적으로 국제선박에서 근로하기 위하여 고용된 사람을 말한다. ,  「선원법」에 따라 임금을 받을 목적으로 선박 안에서 근로를 제공하기 위하여 고용된 사람으로서 국외를 왕래하는 선박에 승선하는 사람을 말한다. ,  「선원법」 제2조제1호의 선원을 말한다. ,  「선원법」 제2조제1호에 따른 선원을 말한다. ,  crew;seaman;sailor"
선원근로계약, 선원은 승선(乘船)하여 선박소유자에게 근로를 제공하고 선박소유자는 근로에 대하여 임금을 지급하는 것을 목적으로 체결된 계약을 말한다. 
선원노정과,Crew Labor Policy Division
선원법,Seafarers Act
선원보정, 표준선원을 이용하여 방사선검출기의 건전성과 선형성을 검증하는 것을 말한다. 
선원보험, insurance for crew
선원사고," 선원과 관련하여 발생한 선상난동, 폭력, 그 밖의 안전사고(제1호에 따른 해양사고는 제외한다. 이하 같다)를 말한다. ,  선원과 관련하여 발생한 선상난동, 폭력 기타 안전사고를 말한다. "
선원수첩," 선원의 승무경력, 자격증명, 근로계약 등의 내용을 수록한 문서를 말한다. ,  seaman’s pocketbook"
선원신분증명서," 국제노동기구의 「2003년 선원신분증명서에 관한 협약 제185호」에 따라 발급하는 선원의 신분을 증명하기 위한 문서를 말한다. ,  대한민국정부나 외국정부가 발급한 문서로서 선원임을 증명하는 것을 말한다. ,  seaman’s identification paper"
선원용기, 방사성동위원소를 방사선기기에 내장시키거나 수납시키는 기능을 가진 용기를 말한다. 
선의의, bona fide;in good faith
선의자, bona fide person;innocent person
선의취득자, good faith acquisitor
선이자, future interest
선이자지급, future interest payment
선임," 소장ㆍ실장을 제외한 직원 중 상위 직급(같은 직급인 경우 임용일 우선)인 표지운영 직원을 말한다. ,  소장을 제외한 직원 중 상위 직급(같은 직급인 경우 임용일 우선)인 직원을 말한다. , appointment (appoint);nomination (nominate)"
선임관제사, 선임선박교통관제사 교육과정을 이수하고 소정의 평가를 통과하여 선임선박교통관제사 증서를 취득한 사람을 말한다. 
선임교수, 실습장별 교수요원 중 최선임자를 말한다. 
선임권,right to appoint
선임비, 육지에서 서해 5도로 생활필수품을 운송하는데 소요되는 선박의 운임비를 말한다. 
선임상담사, 난이도가 있는 상담전화에 대해 상담 및 안내 또는 중계하는 자를 말한다. 
선임순, 군인사법시행령 제21조에 규정된 장교 진급선발 대상권에 포함된 자의 서열순위를 말하며 그 순위는 군인사법 시행령 제2조에 규정된 서열에서 임시계급을 포함하지 아니한 순으로 한다. 
선입선출,first in first out (FIFO)
선입선출법," 먼저 매입한 것부터 순차로 출고된 것으로 보아 당해연도말 현재의 재고자산의 가액을 평가하는 방법을 말한다. ,  먼저 매입한 것부터 순차로 출고된 것으로 보아 해당 과세기간 종료일 현재의 재고자산의 가액을 평가하는 방법을 말한다. ,  먼저 매수한 집합투자증권부터 차례대로 환매등이 발생하는 것으로 보아 집합투자증권의 좌당 또는 주당 과세표준기준가격을 산정하는 방법을 말한다. "
선장," 조사선의 관리ㆍ운영 등의 업무를 총괄하는 책임자를 말한다. ,  조사선의 운항관리와 선내에서의 모든 사무 또는 승선자의 안전을 책임지고 승무원을 지휘 통솔하는 책임자를 말한다. ,  승선자를 지휘ㆍ감독하며 선박의 운항관리에 관하여 책임을 지는 선원을 말한다. ,  ‘선원법’ 제2조제3호에 따라 부서장, 부서원을 지휘.감독하며, 지도선의 운용.관리 및 불법어업 단속.예방 등의 직무를 총괄하여 책임을 지는 자를 말한다. ,  해원(海員)을 지휘ㆍ감독하며 선박의 운항관리에 관하여 책임을 지는 선원을 말한다. ,  관측선의 업무 총괄책임자이다. ,  「국립수산과학원 수산과학조사선 관리운영지침」에 따른 수산과학조사선 관리ㆍ운영 등의 업무를 총괄하는 책임자를 말한다. 
5. 그 밖에 이 세칙에서 사용하는 용어의 뜻은 「보안업무규정」, 「보안업무규정 시행규칙」(이하 ""시행규칙""이라 한다) 및 「해양수산부 보안업무 시행세칙」(이하 ""보안세칙""이라 한다)에 따른다. ,  captain;shipmaster"
선장등," 선박에서 실습생의 훈련업무를 총괄하는 선장·기관장 또는 운항장을 말한다. ,  해당 선박의 선장과 그 소속 선박회사 및 그 직무를 대행하는 자를 말한다. ,  선박에서 실습생의 훈련업무를 총괄하는 선장·기관장 또는 운항장을 말한다. "
선장지휘권, right to command;commander’s right;right of a commander
선저검사," 선박의 밑 부분에 대한 검사를 말한다.                                                             │ 
└─────────────────────────────────────────────────────────┘ 
&lt;/img&gt; 
1. 총톤수 2톤 미만인 선박 
2. 추진기관 또는 돛대가 설치되지 아니한 선박으로서 평수구역 안에서만 운항하는 선박. 다만, 제6조 각 호의 선박은 제외한다. 
3. 추진기관 또는 돛대가 설치되지 아니한 선박으로서 연해구역을 운항하는 선박 중 여객이나 화물의 운송에 사용되지 아니하는 선박 
4. 삭제 &lt;2010.11.18&gt; "
선저폐수," 선박의 밑바닥에 고인 액상유성혼합물을 말한다. ,  bilge water"
선적," shipment;loading,  ship registry/register"
선적국법, law of the country of ship registry
선적기간, period of loading;period of shipment
선적단위, shipment package;shipment unit
선적인, shipper
선적증서, certificate of ship nationality;certificate of ship registration
